check_id,engine,category,priority,title,scope,cost,pass,source,min_version,max_version,run_on,requires,platform_skip,platform_priority,fix_effort,fix_risk,condition,thresholds,reads,ref,docs_url,status,since,superseded_by,threshold_changed
PG-REPL-011,postgresql,REPL,50,Standby query conflicts high,database,0,fast,sql,,,standby,,,,M,med,"On a standby, total pg_stat_database_conflicts divided by days since stats reset is 100 per day or more. Queries are being cancelled; consider hot_standby_feedback (and its primary-side bloat cost) or a larger max_standby_streaming_delay.",conflicts_per_day=100,"pg_stat_database_conflicts, pg_stat_database",reference/checks-postgres.md#pg-repl-011,https://www.postgresql.org/docs/current/hot-standby.html#HOT-STANDBY-CONFLICT,active,0.1.0,,
PG-REPL-014,postgresql,REPL,50,Synchronous standby with high flush lag,replica,0,fast,sql,10,,primary,pg_monitor,,,M,med,A standby with sync_state = 'sync' whose flush_lag is 1 second or more. Every commit on the primary waits that long.,flush_lag_seconds=1,pg_stat_replication,reference/checks-postgres.md#pg-repl-014,https://www.postgresql.org/docs/current/warm-standby.html#SYNCHRONOUS-REPLICATION,active,0.1.0,,
PG-REPL-015,postgresql,REPL,50,WAL senders or replication slots at capacity,cluster,0,fast,sql,9.4,,primary,pg_monitor,,,M,low,"Connected WAL senders >= max_wal_senders, or existing slots >= max_replication_slots. A new standby or a base backup cannot connect.",,"pg_stat_replication, pg_replication_slots, pg_settings",reference/checks-postgres.md#pg-repl-015,https://www.postgresql.org/docs/current/runtime-config-replication.html,active,0.1.0,,
PG-SCHEMA-002,postgresql,SCHEMA,50,Sequence or integer key at 70 percent or more of its range,relation,1,fast,sql,10,,any,,,,L,high,"As SCHEMA-001 but between 70% and 90%. Time to plan the bigint migration, which is a full table rewrite on a large table.",exhaustion_fraction=0.70;exhaustion_fraction_high=0.90,"pg_sequences, pg_depend, pg_attribute",reference/checks-postgres.md#pg-schema-002,https://www.postgresql.org/docs/current/sql-createsequence.html,active,0.1.0,,
PG-SEC-003,postgresql,SEC,50,Listening on all interfaces with world-open HBA rules,cluster,0,fast,sql,10,,any,superuser,rds;aurora;cloudsql;azure;supabase;neon;crunchy;timescale;alloydb;heroku,,M,med,"listen_addresses is '*', '0.0.0.0' or '::' AND a host rule matches 0.0.0.0/0, ::/0, 'all' or 'samenet' for database 'all'. Confidence low: a firewall or security group may be in front; the report asks.",,"pg_settings, pg_hba_file_rules",reference/checks-postgres.md#pg-sec-003,https://www.postgresql.org/docs/current/auth-pg-hba-conf.html,active,0.1.0,,
PG-SEC-004,postgresql,SEC,50,SSL disabled while accepting non-local connections,setting,0,fast,sql,,,any,,rds;aurora;cloudsql;azure;supabase;neon;crunchy;timescale;alloydb;heroku,,M,med,ssl = off and listen_addresses is not localhost-only. Credentials and data travel in clear text.,,pg_settings,reference/checks-postgres.md#pg-sec-004,https://www.postgresql.org/docs/current/ssl-tcp.html,active,0.1.0,,
PG-SEC-008,postgresql,SEC,50,Application connections running as superuser,role,0,fast,sql,10,,any,pg_monitor,,,L,med,"At least 5 concurrent client connections, or any connection from a non-local client_addr, under a superuser role whose application_name is not an interactive client (psql, pgAdmin, DBeaver, DataGrip, db-triage).",min_connections=5,"pg_stat_activity, pg_roles",reference/checks-postgres.md#pg-sec-008,https://www.postgresql.org/docs/current/role-attributes.html,active,0.1.0,,
PG-SEC-015,postgresql,SEC,50,User tables granting write privileges to PUBLIC,relation,1,fast,sql,,,any,,,,M,med,"A relation in a user schema with INSERT, UPDATE, DELETE or TRUNCATE granted to PUBLIC. Every role that can connect can write to it.",,pg_class.relacl via aclexplode,reference/checks-postgres.md#pg-sec-015,https://www.postgresql.org/docs/current/ddl-priv.html,active,0.1.0,,
PG-VAC-001,postgresql,VAC,50,Autovacuum running more than 6 hours on one relation,relation,0,fast,sql,9.6,,any,pg_monitor,,,M,low,A pg_stat_progress_vacuum row whose backend xact_start is more than 6 hours old. With default cost settings autovacuum moves roughly 8 MB/s of dirty pages; a run this long means the table needs per-table cost settings or partitioning.,duration_seconds=21600,"pg_stat_progress_vacuum, pg_stat_activity",reference/checks-postgres.md#pg-vac-001,https://www.postgresql.org/docs/current/progress-reporting.html,active,0.1.0,,
PG-VAC-002,postgresql,VAC,50,Autovacuum workers saturated,cluster,1,fast,sql,10,,any,pg_monitor,,,M,low,Running autovacuum workers equals autovacuum_max_workers AND at least 20 tables in this database currently exceed their vacuum threshold. Both conditions are required so an idle cluster that happens to have 3 workers busy does not fire.,overdue_tables=20,"pg_stat_activity, pg_settings, pg_stat_user_tables",reference/checks-postgres.md#pg-vac-002,https://www.postgresql.org/docs/current/runtime-config-autovacuum.html,active,0.1.0,,
PG-VAC-003,postgresql,VAC,50,Tables overdue for vacuum,relation,1,fast,sql,,,any,,,,M,low,"n_dead_tup > 2 x the table's effective vacuum threshold (autovacuum_vacuum_threshold + autovacuum_vacuum_scale_factor x n_live_tup, honouring reloptions) AND n_dead_tup >= 100,000 AND pg_relation_size >= 100 MB. Top 10 by n_dead_tup.",dead_multiple=2;min_dead_tuples=100000;min_bytes=104857600;top_n=10,"pg_stat_user_tables, pg_class, pg_settings",reference/checks-postgres.md#pg-vac-003,https://www.postgresql.org/docs/current/monitoring-stats.html#MONITORING-PG-STAT-ALL-TABLES-VIEW,active,0.1.0,,
PG-VAC-004,postgresql,VAC,50,Large tables never analyzed or with stale statistics,relation,1,fast,sql,,,any,,,,S,low,"(last_analyze and last_autoanalyze both null and n_live_tup >= 100,000) OR (n_mod_since_analyze > 0.2 x n_live_tup and n_live_tup >= 1,000,000). The planner is flying blind on exactly the tables where it matters.",never_analyzed_rows=100000;stale_fraction=0.2;stale_min_rows=1000000;top_n=10,pg_stat_user_tables,reference/checks-postgres.md#pg-vac-004,https://www.postgresql.org/docs/current/monitoring-stats.html#MONITORING-PG-STAT-ALL-TABLES-VIEW,active,0.1.0,,
PG-VAC-005,postgresql,VAC,50,Old transaction horizon holding back vacuum,cluster,0,fast,sql,9.6,,any,pg_monitor,,,M,med,"age() of the oldest xmin across pg_stat_activity.backend_xmin, pg_replication_slots.xmin/catalog_xmin, pg_prepared_xacts and pg_stat_replication.backend_xmin is >= 50,000,000 (25% of the default freeze age). Vacuum cannot remove anything newer than that xmin anywhere in the cluster.",xmin_age=50000000,"pg_stat_activity, pg_replication_slots, pg_prepared_xacts, pg_stat_replication",reference/checks-postgres.md#pg-vac-005,https://www.postgresql.org/docs/current/routine-vacuuming.html,active,0.1.0,,
PG-VAC-006,postgresql,VAC,50,Estimated table bloat over 50 percent (1 GB or more wasted),relation,1,fast,sql,,,any,,,,M,med,"Catalog-only estimator: estimated bloat >= 50% AND estimated wasted bytes >= 1 GB on relations >= 1 GB. Estimated, not measured; confirm with pgstattuple_approx before any rewrite.",bloat_pct=50;wasted_bytes=1073741824;min_bytes=1073741824;top_n=10,"pg_class, pg_attribute, pg_stats, pg_namespace",reference/checks-postgres.md#pg-vac-006,https://www.postgresql.org/docs/current/routine-vacuuming.html,active,0.1.0,,
PG-WAL-001,postgresql,WAL,50,Checkpoints mostly requested (max_wal_size too small),cluster,0,fast,sql,,,primary,,,,S,low,At least 20 checkpoints since the statistics reset and requested / (requested + timed) >= 0.5. Every requested checkpoint restarts full-page writes; the default max_wal_size of 1 GB is small for any real write load.,min_checkpoints=20;requested_ratio=0.5,pg_stat_bgwriter (<=16) / pg_stat_checkpointer (17+),reference/checks-postgres.md#pg-wal-001,https://www.postgresql.org/docs/current/wal-configuration.html,active,0.1.0,,
PG-WAL-006,postgresql,WAL,50,pg_wal directory unusually large,cluster,1,fast,sql,10,,any,pg_monitor,,,M,low,"Sum of pg_ls_waldir() sizes >= max(3 x max_wal_size, 50 GB). This is the symptom; the cause is BAK-002/003, REPL-002/003, or a large wal_keep_size.",waldir_multiple=3;waldir_floor_bytes=53687091200,"pg_ls_waldir(), pg_settings",reference/checks-postgres.md#pg-wal-006,https://www.postgresql.org/docs/current/wal-configuration.html,active,0.1.0,,
PG-WRAP-003,postgresql,WRAP,50,Anti-wraparound vacuum overdue,database,0,fast,sql,,,any,,,,M,low,"age(datfrozenxid) > 1.5 x autovacuum_freeze_max_age (or mxid_age > 1.5 x autovacuum_multixact_freeze_max_age) and < 1,000,000,000. The forced vacuum should have run at 1.0x, so something is blocking freezing.",freeze_multiple=1.5;xid_age_ceiling=1000000000,"pg_database, pg_settings",reference/checks-postgres.md#pg-wrap-003,https://www.postgresql.org/docs/current/routine-vacuuming.html#VACUUM-FOR-WRAPAROUND,active,0.1.0,,
PG-WRAP-004,postgresql,WRAP,50,Tables driving transaction ID age,relation,1,fast,sql,9.6,,any,,,,M,low,"Emitted for the current database when WRAP-001/002/003 fired: the top 10 relations by greatest(age(relfrozenxid), mxid_age(relminmxid)), with size and whether a vacuum is currently processing them.",top_n=10;min_age=200000000,"pg_class, pg_namespace, pg_stat_progress_vacuum",reference/checks-postgres.md#pg-wrap-004,https://www.postgresql.org/docs/current/routine-vacuuming.html#VACUUM-FOR-WRAPAROUND,active,0.1.0,,
PG-BAK-010,postgresql,BAK,100,Managed-platform backups not verifiable from SQL,cluster,0,fast,derived,,,any,,,,S,low,A managed platform was fingerprinted. Confirm in the provider console that automated backup retention is greater than 0 and PITR is enabled: on RDS a retention period of 0 disables backups entirely.,,platform fingerprint,reference/checks-postgres.md#pg-bak-010,https://www.postgresql.org/docs/current/backup.html,active,0.1.0,,
PG-BAK-011,postgresql,BAK,100,Base backup running for more than 2 hours,cluster,0,fast,sql,13,,primary,pg_monitor,,,S,low,"A pg_stat_progress_basebackup row whose elapsed time exceeds 2 hours, or whose phase has not advanced. Informational context for the operator: it explains load and WAL retention.",duration_seconds=7200,pg_stat_progress_basebackup,reference/checks-postgres.md#pg-bak-011,https://www.postgresql.org/docs/current/progress-reporting.html,active,0.1.0,,
PG-CAP-008,postgresql,CAP,100,Temp-file volume high,database,0,fast,sql,,,any,,,,M,med,"pg_stat_database.temp_bytes divided by the statistics window is 50 GB/day or more. Pairs with MEM-004 and QRY-009, and is a disk-space risk while MEM-009 holds.",temp_bytes_per_day=53687091200,pg_stat_database,reference/checks-postgres.md#pg-cap-008,https://www.postgresql.org/docs/current/monitoring-stats.html#MONITORING-PG-STAT-DATABASE-VIEW,active,0.1.0,,
PG-CONN-004,postgresql,CONN,100,Most connections idle,cluster,0,fast,sql,10,,any,pg_monitor,,,M,low,At least 100 client connections and 80% or more in state = 'idle'. Application-side pools sized for peak; a transaction-mode pooler reclaims the memory.,min_connections=100;idle_fraction=0.80,pg_stat_activity,reference/checks-postgres.md#pg-conn-004,https://www.postgresql.org/docs/current/monitoring-stats.html#MONITORING-PG-STAT-ACTIVITY-VIEW,active,0.1.0,,
PG-CONN-005,postgresql,CONN,100,High connection churn,cluster,0,fast,sql,14,,any,,,,M,low,"pg_stat_database.sessions divided by the statistics window is 10 sessions/second or more cluster-wide. PostgreSQL forks a process per connection, so churn burns CPU and adds latency.",sessions_per_second=10,pg_stat_database,reference/checks-postgres.md#pg-conn-005,https://www.postgresql.org/docs/current/monitoring-stats.html#MONITORING-PG-STAT-DATABASE-VIEW,active,0.1.0,,
PG-CONN-006,postgresql,CONN,100,Sessions ending abnormally,database,0,fast,sql,14,,any,,,,M,low,"(sessions_fatal + sessions_killed + sessions_abandoned) / sessions >= 1% with at least 10,000 sessions. Clients are being rejected or are dropping connections.",abnormal_fraction=0.01;min_sessions=10000,pg_stat_database,reference/checks-postgres.md#pg-conn-006,https://www.postgresql.org/docs/current/monitoring-stats.html#MONITORING-PG-STAT-DATABASE-VIEW,active,0.1.0,,
PG-CORR-007,postgresql,CORR,100,No integrity-verification tooling installed (amcheck),database,0,fast,sql,10,,any,,,,S,low,amcheck is listed in pg_available_extensions but not installed in this database. This is the PostgreSQL analogue of never running a consistency check.,,"pg_available_extensions, pg_extension",reference/checks-postgres.md#pg-corr-007,https://www.postgresql.org/docs/current/amcheck.html,active,0.1.0,,
PG-DUR-004,postgresql,DUR,100,synchronous_commit weaker than the synchronous-standby expectation,setting,0,fast,sql,9.6,,primary,pg_monitor,,,S,med,A standby has sync_state = 'sync' while synchronous_commit is 'local' or 'remote_write'. The standby may lose the last transactions on a crash even though the topology says it will not.,,"pg_settings, pg_stat_replication",reference/checks-postgres.md#pg-dur-004,https://www.postgresql.org/docs/current/warm-standby.html#SYNCHRONOUS-REPLICATION,active,0.1.0,,
PG-DUR-005,postgresql,DUR,100,Unlogged tables present,relation,1,fast,sql,,,any,,,,M,med,Any relation with relpersistence = 'u'. Contents are truncated on crash recovery and are never replicated to a standby.,,pg_class,reference/checks-postgres.md#pg-dur-005,https://www.postgresql.org/docs/current/sql-createtable.html,active,0.1.0,,
PG-IDX-005,postgresql,IDX,100,Overlapping indexes (leading-column prefix),index,1,fast,sql,,,any,,,,M,med,"Index A's key columns, opclasses and options are a strict prefix of index B's, with the same predicate, A not unique and neither an expression index. A is usually redundant, but prefixes are sometimes deliberate (INCLUDE columns, sort order), so this is P100 not P50.",,"pg_index, pg_class",reference/checks-postgres.md#pg-idx-005,https://www.postgresql.org/docs/current/indexes.html,active,0.1.0,,
PG-IDX-012,postgresql,IDX,100,Write-heavy table with many indexes,relation,1,fast,sql,,,any,,,,M,med,"At least 10 indexes on a table with 1,000,000 or more writes since the statistics reset. Every insert and every non-HOT update touches every index.",min_indexes=10;min_writes=1000000,"pg_index, pg_stat_user_tables",reference/checks-postgres.md#pg-idx-012,https://www.postgresql.org/docs/current/indexes.html,active,0.1.0,,
PG-IDX-018,postgresql,IDX,100,Unindexed foreign key on a write-active parent,relation,1,fast,sql,,,any,,,,S,low,"As PG-IDX-008 but the child is smaller than 100 MB: the referenced table takes 10,000 or more updates plus deletes a day averaged over the statistics window, and the child holds 100,000 or more rows. That is on the order of 100 seconds a day of constraint-check sequential scanning plus a KEY SHARE lock on the child for each parent write. A rate, not a lifetime counter: 1,000 writes since a reset four months ago is eight a day and means nothing. A child that has never been analyzed has no row estimate and is not evaluated here - PG-VAC-004 is the check for that.",max_bytes=104857600;parent_writes_per_day=10000;min_child_rows=100000;top_n=20,"pg_constraint, pg_index, pg_class, pg_stat_user_tables, pg_stat_database",reference/checks-postgres.md#pg-idx-018,https://www.postgresql.org/docs/current/ddl-constraints.html#DDL-CONSTRAINTS-FK,active,0.2.0,,
PG-LOCK-007,postgresql,LOCK,100,idle_in_transaction_session_timeout disabled,setting,0,fast,sql,9.6,,any,,,,S,med,idle_in_transaction_session_timeout = 0 at server level with no role override. 5-15 minutes is a reasonable value for application roles.,,"pg_settings, pg_db_role_setting",reference/checks-postgres.md#pg-lock-007,https://www.postgresql.org/docs/current/runtime-config-client.html,active,0.1.0,,
PG-LOCK-010,postgresql,LOCK,100,Active query running more than 10 minutes,session,0,fast,sql,10,,any,pg_monitor,,,M,low,"A client backend in state 'active' whose query_start is 10 minutes or older, with the same maintenance exclusions as LOCK-005. It may be legitimate analytics; it is listed so the reader can decide.",query_seconds=600,pg_stat_activity,reference/checks-postgres.md#pg-lock-010,https://www.postgresql.org/docs/current/monitoring-stats.html#MONITORING-PG-STAT-ACTIVITY-VIEW,active,0.1.0,,
PG-MEM-002,postgresql,MEM,100,shared_buffers above 40 percent of RAM,setting,0,fast,sql,,,any,os,,,M,med,"shared_buffers > 40% of RAM. Double-buffering with the operating-system cache, and heavier checkpoints. Skipped when RAM is unknown.",ram_fraction=0.40;ram_bytes=0,"pg_settings, baseline.ram_gb",reference/checks-postgres.md#pg-mem-002,https://www.postgresql.org/docs/current/runtime-config-resource.html,active,0.1.0,,
PG-MEM-004,postgresql,MEM,100,work_mem at the default with heavy temp-file spill,setting,0,fast,sql,,,any,,,,S,med,"work_mem <= 4 MB and either temp_bytes >= 10 GB/day or temp_files >= 1,000/day across the scanned databases. Raise it per role rather than globally, because of MEM-003.",work_mem_bytes=4194304;temp_bytes_per_day=10737418240;temp_files_per_day=1000,"pg_settings, pg_stat_database",reference/checks-postgres.md#pg-mem-004,https://www.postgresql.org/docs/current/runtime-config-resource.html,active,0.1.0,,
PG-MEM-005,postgresql,MEM,100,maintenance_work_mem at the default on a large database,setting,0,fast,sql,,,any,,,,S,low,"maintenance_work_mem <= 64 MB while the scanned databases total 100 GB or more. Index builds and, before 17, vacuum dead-tuple storage are throttled by it.",maintenance_work_mem_bytes=67108864;total_bytes=107374182400,"pg_settings, pg_database_size()",reference/checks-postgres.md#pg-mem-005,https://www.postgresql.org/docs/current/runtime-config-resource.html,active,0.1.0,,
PG-MEM-006,postgresql,MEM,100,effective_cache_size at the default,setting,0,fast,sql,,,any,,,,S,low,"effective_cache_size is 4 GB with source = 'default'. The planner under-values index scans, because it believes only 4 GB is cached anywhere.",,pg_settings,reference/checks-postgres.md#pg-mem-006,https://www.postgresql.org/docs/current/runtime-config-query.html,active,0.1.0,,
PG-MEM-008,postgresql,MEM,100,Huge pages not in effect with a large buffer cache,setting,0,fast,sql,,,any,,,,M,med,shared_buffers >= 8 GB and either huge_pages_status = 'off' (17+) or huge_pages = off. Page-table overhead and TLB misses scale with the buffer cache.,shared_buffers_bytes=8589934592,pg_settings,reference/checks-postgres.md#pg-mem-008,https://www.postgresql.org/docs/current/kernel-resources.html#LINUX-HUGE-PAGES,active,0.1.0,,
PG-MEM-009,postgresql,MEM,100,temp_file_limit unlimited,setting,0,fast,sql,,,any,,,,S,low,temp_file_limit = -1. One runaway sort or hash join can fill the data volume.,,pg_settings,reference/checks-postgres.md#pg-mem-009,https://www.postgresql.org/docs/current/runtime-config-resource.html,active,0.1.0,,
PG-QRY-001,postgresql,QRY,100,pg_stat_statements not available,database,0,fast,sql,,,any,,,,M,low,"pg_stat_statements is not in shared_preload_libraries, or is preloaded but not created in this database. Without it there is no per-query workload view and every other QRY check is skipped. Enabling the preload needs a restart.",,"pg_settings, pg_extension, pg_available_extensions",reference/checks-postgres.md#pg-qry-001,https://www.postgresql.org/docs/current/pgstatstatements.html,active,0.1.0,,
PG-QRY-008,postgresql,QRY,100,One statement dominates execution time,query,1,fast,sql,,,any,pg_monitor,,,M,low,"A single queryid accounts for 25% or more of the sum of total execution time, with at least 1,000 calls. Tune this one before anything else.",dominance=0.25;min_calls=1000,pg_stat_statements,reference/checks-postgres.md#pg-qry-008,https://www.postgresql.org/docs/current/pgstatstatements.html,active,0.1.0,,
PG-QRY-009,postgresql,QRY,100,Statements spilling to temp files,query,1,fast,sql,,,any,pg_monitor,,,M,med,"A statement with 1 GB or more of temp_blks_written since the statistics reset; top 5. Pairs with MEM-004: raise work_mem for the role that runs these, not globally.",temp_bytes=1073741824;top_n=5,pg_stat_statements,reference/checks-postgres.md#pg-qry-009,https://www.postgresql.org/docs/current/pgstatstatements.html,active,0.1.0,,
PG-QRY-011,postgresql,QRY,100,High transaction rollback ratio,database,0,fast,sql,,,any,,,,M,low,"xact_rollback / (xact_commit + xact_rollback) >= 0.10 with at least 10,000 transactions. Application errors, or an aborted-transaction retry loop.",rollback_ratio=0.10;min_transactions=10000,pg_stat_database,reference/checks-postgres.md#pg-qry-011,https://www.postgresql.org/docs/current/monitoring-stats.html#MONITORING-PG-STAT-DATABASE-VIEW,active,0.1.0,,
PG-QRY-014,postgresql,QRY,100,JIT overhead significant,query,1,fast,sql,15,,any,pg_monitor,,,S,low,Sum of jit_generation_time + jit_inlining_time + jit_optimization_time + jit_emission_time is 5% or more of total execution time. Common on OLTP workloads where jit has been on by default since 12.,jit_fraction=0.05,pg_stat_statements,reference/checks-postgres.md#pg-qry-014,https://www.postgresql.org/docs/current/jit.html,active,0.1.0,,
PG-REL-003,postgresql,REL,100,Major version within 6 months of end of life,cluster,0,fast,derived,,,any,,,,L,med,End-of-life date minus today is 180 days or fewer. Major upgrades take planning; start now.,eol_days=180,"server_version_num, reference/versions.yml",reference/checks-postgres.md#pg-rel-003,https://www.postgresql.org/support/versioning/,active,0.1.0,,
PG-REL-004,postgresql,REL,100,Minor version behind,cluster,0,fast,derived,,,any,,,,M,low,"Two or more minor releases behind the latest for this major, or one behind where the missing release carries a CVE flag in versions.yml. Minor upgrades are a binary swap and a restart.",minors_behind=2,"server_version_num, reference/versions.yml",reference/checks-postgres.md#pg-rel-004,https://www.postgresql.org/support/versioning/,active,0.1.0,,
PG-REL-006,postgresql,REL,100,Slow-query logging disabled,setting,0,fast,sql,,,any,,,,S,low,log_min_duration_statement = -1 and auto_explain is not loaded. 250-1000 ms plus log_min_duration_sample (13+) on busy systems is a workable starting point.,,pg_settings,reference/checks-postgres.md#pg-rel-006,https://www.postgresql.org/docs/current/runtime-config-logging.html,active,0.1.0,,
PG-REL-009,postgresql,REL,100,No evidence of a monitoring agent,cluster,0,fast,sql,10,,any,,,,M,low,"No role or application_name matching a known agent (datadog, newrelic, pgwatch, postgres_exporter, prometheus, pganalyze, zabbix, nagios, check_postgres, grafana, percona, pmm, sentry, dynatrace) and no monitoring extension. Confidence low: agents connect intermittently, or via a replica.",,"pg_stat_activity, pg_roles, pg_extension",reference/checks-postgres.md#pg-rel-009,https://www.postgresql.org/docs/current/monitoring-stats.html,active,0.1.0,,
PG-REL-010,postgresql,REL,100,Settings changed but awaiting restart,setting,0,fast,sql,9.5,,any,,,,M,med,pg_settings.pending_restart = true for at least one setting. Someone believes a value is live; it is not.,,pg_settings,reference/checks-postgres.md#pg-rel-010,https://www.postgresql.org/docs/current/config-setting.html,active,0.1.0,,
PG-REL-012,postgresql,REL,100,restart_after_crash disabled,setting,0,fast,sql,,,any,,,,S,low,restart_after_crash = off with no external supervisor recorded in baseline.supervisor. After any backend crash the cluster stays down until a human intervenes.,,pg_settings,reference/checks-postgres.md#pg-rel-012,https://www.postgresql.org/docs/current/runtime-config-resource.html,active,0.1.0,,
PG-REL-014,postgresql,REL,100,Error rate in the server log high,cluster,2,deep,log,10,,any,superuser;os,,,M,low,"100 or more ERROR lines per hour on average over the last 24 hours, or any FATAL that is not connection-authentication noise. Deep pass; reports the top 5 message classes.",errors_per_hour=100;window_hours=24,server log,reference/checks-postgres.md#pg-rel-014,https://www.postgresql.org/docs/current/error-message-reporting.html,active,0.1.0,,
PG-SCHEMA-005,postgresql,SCHEMA,100,Very large table not partitioned,relation,1,fast,sql,10,,any,,,,L,med,"pg_total_relation_size >= 200 GB and the relation is neither partitioned nor a partition. Vacuum, freeze, index builds and REINDEX all scale with the single relation. Advisory only.",min_bytes=214748364800,"pg_class, pg_partitioned_table, pg_inherits",reference/checks-postgres.md#pg-schema-005,https://www.postgresql.org/docs/current/ddl-partitioning.html,active,0.1.0,,
PG-SCHEMA-006,postgresql,SCHEMA,100,Rows accumulating in a DEFAULT partition,relation,1,fast,sql,11,,any,,,,M,med,"A default partition of 1 GB or more, or holding 10% or more of the parent's live tuples. Someone forgot to create the next partition, and every new ATTACH PARTITION must scan the default partition.",min_bytes=1073741824;parent_fraction=0.10,"pg_class, pg_inherits, pg_stat_user_tables",reference/checks-postgres.md#pg-schema-006,https://www.postgresql.org/docs/current/ddl-partitioning.html,active,0.1.0,,
PG-SCHEMA-013,postgresql,SCHEMA,100,Large objects present (vacuumlo candidate),database,1,fast,sql,,,any,,,,M,med,pg_largeobject is 10 GB or larger. Large objects orphaned by a deleted referencing row are never reclaimed without running vacuumlo.,min_bytes=10737418240,"pg_largeobject_metadata, pg_total_relation_size()",reference/checks-postgres.md#pg-schema-013,https://www.postgresql.org/docs/current/vacuumlo.html,active,0.1.0,,
PG-SEC-005,postgresql,SEC,100,Most client connections not using SSL,cluster,0,fast,sql,9.5,,any,pg_monitor,,,M,med,ssl = on and fewer than 50% of non-local client backends have pg_stat_ssl.ssl = true.,ssl_fraction=0.50,"pg_stat_ssl, pg_stat_activity",reference/checks-postgres.md#pg-sec-005,https://www.postgresql.org/docs/current/ssl-tcp.html,active,0.1.0,,
PG-SEC-006,postgresql,SEC,100,Non-SCRAM password authentication in use,cluster,0,fast,sql,10,,any,,,,M,med,"password_encryption = 'md5', or roles whose stored password is md5-format, or pg_hba rules using md5/password/ident. SCRAM-SHA-256 has been available since 10 and md5 is deprecated.",,"pg_settings, pg_authid, pg_hba_file_rules",reference/checks-postgres.md#pg-sec-006,https://www.postgresql.org/docs/current/auth-password.html,active,0.1.0,,
PG-SEC-007,postgresql,SEC,100,trust authentication on the local socket,cluster,0,fast,sql,10,,any,superuser,rds;aurora;cloudsql;azure;supabase;neon;crunchy;timescale;alloydb;heroku,,S,med,"A pg_hba rule with type = 'local' and auth_method = 'trust'. Anyone with a shell on the host is superuser. P100 rather than P1 because it requires host access, which is itself usually controlled.",,pg_hba_file_rules,reference/checks-postgres.md#pg-sec-007,https://www.postgresql.org/docs/current/auth-methods.html,active,0.1.0,,
PG-SEC-011,postgresql,SEC,100,Non-superuser roles with server file access,role,0,fast,sql,11,,any,,,,M,med,"Members of pg_read_server_files, pg_write_server_files or pg_execute_server_program that are not superusers. Each of those is effectively superuser.",,"pg_auth_members, pg_roles",reference/checks-postgres.md#pg-sec-011,https://www.postgresql.org/docs/current/predefined-roles.html,active,0.1.0,,
PG-SEC-013,postgresql,SEC,100,PUBLIC can CREATE in schema public,schema,0,fast,sql,,,any,,,,S,med,PUBLIC holds CREATE on schema public. This is the CVE-2018-1058 trojan-function vector; PostgreSQL 15 removed the default grant.,,pg_namespace.nspacl via aclexplode,reference/checks-postgres.md#pg-sec-013,https://www.postgresql.org/docs/current/ddl-schemas.html#DDL-SCHEMAS-PATTERNS,active,0.1.0,,
PG-SEC-014,postgresql,SEC,100,SECURITY DEFINER functions without a fixed search_path,relation,1,fast,sql,,,any,,,,M,med,"pg_proc.prosecdef is true and proconfig has no search_path entry, excluding pg_catalog and extension-owned functions. Same vulnerability class as SEC-013.",,"pg_proc, pg_depend, pg_namespace",reference/checks-postgres.md#pg-sec-014,https://www.postgresql.org/docs/current/sql-createfunction.html,active,0.1.0,,
PG-VAC-007,postgresql,VAC,100,Estimated table bloat over 30 percent (200 MB or more wasted),relation,1,fast,sql,,,any,,,,M,med,"Estimated bloat >= 30% AND estimated wasted bytes >= 200 MB, excluding relations already reported by VAC-006.",bloat_pct=30;wasted_bytes=209715200;bloat_pct_high=50;wasted_bytes_high=1073741824;top_n=10,"pg_class, pg_attribute, pg_stats, pg_namespace",reference/checks-postgres.md#pg-vac-007,https://www.postgresql.org/docs/current/routine-vacuuming.html,active,0.1.0,,
PG-VAC-008,postgresql,VAC,100,Autovacuum throttled at defaults on a large database,setting,0,fast,sql,,,any,,,,S,low,Total size of the scanned databases >= 500 GB while autovacuum_vacuum_cost_limit is -1 (inheriting vacuum_cost_limit 200) and autovacuum_vacuum_cost_delay >= 2 ms. The resulting dirty-page throughput per worker is computed from vacuum_cost_page_dirty and reported in the finding.,total_bytes=536870912000;cost_delay_ms=2,"pg_settings, pg_database_size()",reference/checks-postgres.md#pg-vac-008,https://www.postgresql.org/docs/current/runtime-config-autovacuum.html,active,0.1.0,,
PG-VAC-009,postgresql,VAC,100,Tables with autovacuum disabled via a storage parameter,relation,1,fast,sql,,,any,,,,S,low,pg_class.reloptions contains autovacuum_enabled=false. Details include n_dead_tup and last_vacuum so you can see whether anything is vacuuming them at all.,,"pg_class, pg_stat_user_tables",reference/checks-postgres.md#pg-vac-009,https://www.postgresql.org/docs/current/sql-createtable.html#SQL-CREATETABLE-STORAGE-PARAMETERS,active,0.1.0,,
PG-VAC-010,postgresql,VAC,100,Very large tables using the default vacuum scale factor,relation,1,fast,sql,,,any,,,,S,low,"reltuples >= 100,000,000 and no per-table autovacuum_vacuum_scale_factor or autovacuum_vacuum_threshold override. 20% of 100 M rows is 20 M dead tuples before the first vacuum.",min_tuples=100000000,pg_class,reference/checks-postgres.md#pg-vac-010,https://www.postgresql.org/docs/current/sql-createtable.html#SQL-CREATETABLE-STORAGE-PARAMETERS,active,0.1.0,,
